identidade,idempenho,data,numnaturezaemp,organograma
17700,"21.397.590,00",2024-12-20,"31.901.302.000.000,00",2.012
17700,"21.406.290,00",2024-12-26,"31.901.302.000.000,00",2.012
17700,"21.404.195,00",2024-12-23,"33.904.601.000.000,00",2.012
17700,"21.404.169,00",2024-12-23,"31.909.499.000.000,00",2.012
17700,"21.404.118,00",2024-12-23,"31.901.101.000.000,00",2.012
17700,"21.403.621,00",2024-12-23,"33.904.901.000.000,00",2.012
17700,"21.403.360,00",2024-12-23,"33.904.601.000.000,00",2.012
17700,"21.403.342,00",2024-12-23,"31.909.499.000.000,00",2.012
17700,"21.403.312,00",2024-12-23,"31.901.101.000.000,00",2.012
17700,"21.403.194,00",2024-12-23,"33.904.601.000.000,00",2.011
17700,"21.403.092,00",2024-12-23,"44.905.191.000.000,00",2.016
17700,"21.403.056,00",2024-12-23,"31.909.499.000.000,00",2.011
17700,"21.402.946,00",2024-12-23,"31.901.101.000.000,00",2.011
17700,"21.401.958,00",2024-12-20,"31.900.701.000.000,00",2.021
17700,"21.401.949,00",2024-12-20,"31.900.701.000.000,00",2.02
17700,"21.401.933,00",2024-12-20,"31.900.701.000.000,00",2.017
17700,"21.401.910,00",2024-12-20,"31.900.701.000.000,00",2.016
17700,"21.401.892,00",2024-12-20,"31.900.701.000.000,00",2.018
17700,"21.401.826,00",2024-12-20,"31.900.701.000.000,00",2.009
17700,"21.401.755,00",2024-12-20,"31.900.701.000.000,00",2.008
17700,"21.401.744,00",2024-12-20,"31.900.701.000.000,00",2.007
17700,"21.401.535,00",2024-12-20,"31.900.701.000.000,00",2.006
17700,"21.399.950,00",2024-12-20,"33.903.966.000.000,00",2.02
17700,"21.397.942,00",2024-12-20,"33.903.966.000.000,00",2.02
17700,"21.397.825,00",2024-12-20,"31.911.303.000.000,00",2.012
17700,"21.397.776,00",2024-12-20,"31.911.303.000.000,00",2.012
17700,"21.397.730,00",2024-12-20,"31.911.303.000.000,00",2.012
17700,"21.397.711,00",2024-12-20,"31.911.303.000.000,00",2.012
17700,"21.397.686,00",2024-12-20,"31.911.303.000.000,00",2.008
17700,"21.397.623,00",2024-12-20,"31.901.302.000.000,00",2.012
17700,"21.397.622,00",2024-12-20,"33.903.966.000.000,00",2.016
17700,"21.404.203,00",2024-12-23,"33.904.901.000.000,00",2.012
17700,"21.404.499,00",2024-12-23,"31.901.302.000.000,00",2.011
17700,"21.404.533,00",2024-12-23,"31.901.302.000.000,00",2.012
17700,"21.405.655,00",2024-12-26,"33.904.601.000.000,00",2.012
17700,"21.406.126,00",2024-12-26,"31.901.101.000.000,00",2.012
17700,"21.406.071,00",2024-12-26,"31.901.302.000.000,00",2.002
17700,"21.406.067,00",2024-12-26,"31.901.302.000.000,00",2.001
17700,"21.406.028,00",2024-12-26,"31.901.101.000.000,00",2.002
17700,"21.406.020,00",2024-12-26,"31.909.499.000.000,00",2.001
17700,"21.406.012,00",2024-12-26,"31.901.101.000.000,00",2.001
17700,"21.405.867,00",2024-12-26,"31.901.302.000.000,00",2.012
17700,"21.405.863,00",2024-12-26,"31.901.302.000.000,00",2.012
17700,"21.405.821,00",2024-12-26,"33.904.601.000.000,00",2.012
17700,"21.405.816,00",2024-12-26,"31.909.499.000.000,00",2.012
17700,"21.405.793,00",2024-12-26,"31.901.101.000.000,00",2.012
17700,"21.405.664,00",2024-12-26,"33.903.999.000.000,00",2.015
17700,"21.405.755,00",2024-12-26,"33.903.999.000.000,00",2.011
17700,"21.405.649,00",2024-12-26,"31.909.499.000.000,00",2.012
17700,"21.404.586,00",2024-12-23,"31.901.302.000.000,00",2.012
17700,"21.405.639,00",2024-12-26,"33.903.999.000.000,00",2.011
17700,"21.405.631,00",2024-12-26,"31.901.101.000.000,00",2.012
2.857,"21.416.953,00",2024-12-26,"33.903.950.000.000,00",5.001
2.857,"21.408.173,00",2024-12-26,"33.903.943.000.000,00",5.001
2.713,"21.397.321,00",2024-12-26,"31.909.407.000.000,00",1.001
2.713,"21.397.191,00",2024-12-26,"31.901.137.000.000,00",1.001
2.713,"21.397.193,00",2024-12-26,"33.904.601.000.000,00",1.001
2.713,"21.397.190,00",2024-12-26,"31.909.407.000.000,00",1.001
2.713,"21.397.192,00",2024-12-26,"33.903.645.000.000,00",1.001
2.713,"21.397.194,00",2024-12-26,"31.901.101.000.000,00",1.001
2.713,"21.397.142,00",2024-12-26,"31.911.303.000.000,00",1.001
2.856,"21.265.492,00",2024-12-26,"33.903.023.000.000,00",4.001
2.855,"21.404.825,00",2024-12-26,"33.900.899.000.000,00",3.001
2.857,"21.386.613,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.277.729,00",2024-12-20,"33.901.414.000.000,00",5.001
17700,"21.253.710,00",2024-12-18,"33.901.899.000.000,00",2.009
2.857,"21.265.757,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.265.723,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.265.703,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.265.613,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.265.486,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.265.459,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.265.436,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.263.488,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.263.220,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.263.151,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.263.110,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.263.081,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.263.059,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.263.042,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.263.026,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.262.720,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.262.312,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.262.246,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.262.229,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.258.740,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.258.724,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.258.712,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.258.699,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.258.646,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.258.620,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.258.579,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.258.557,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.258.543,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.257.172,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.257.170,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.265.742,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.265.772,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.277.642,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.270.341,00",2024-12-19,"33.901.414.000.000,00",5.001
17700,"21.279.899,00",2024-12-19,"33.904.601.000.000,00",2.017
17700,"21.279.848,00",2024-12-19,"33.901.899.000.000,00",2.017
17700,"21.279.805,00",2024-12-19,"31.901.175.000.000,00",2.017
17700,"21.279.484,00",2024-12-19,"31.901.101.000.000,00",2.017
17700,"21.278.551,00",2024-12-19,"33.901.899.000.000,00",2.016
17700,"21.278.525,00",2024-12-19,"33.904.901.000.000,00",2.016
17700,"21.278.509,00",2024-12-19,"31.901.101.000.000,00",2.016
17700,"21.278.495,00",2024-12-19,"33.904.601.000.000,00",2.016
17700,"21.278.242,00",2024-12-19,"31.901.110.000.000,00",2.016
17700,"21.277.832,00",2024-12-19,"31.901.175.000.000,00",2.016
17700,"21.277.307,00",2024-12-19,"31.901.101.000.000,00",2.016
17700,"21.275.272,00",2024-12-19,"33.904.901.000.000,00",2.015
17700,"21.275.227,00",2024-12-19,"33.904.601.000.000,00",2.015
17700,"21.275.101,00",2024-12-19,"31.901.175.000.000,00",2.015
17700,"21.274.896,00",2024-12-19,"31.901.101.000.000,00",2.015
17700,"21.274.454,00",2024-12-19,"33.904.901.000.000,00",2.014
17700,"21.274.344,00",2024-12-19,"33.904.601.000.000,00",2.014
17700,"21.274.181,00",2024-12-19,"31.901.110.000.000,00",2.014
17700,"21.274.164,00",2024-12-19,"33.901.899.000.000,00",2.014
17700,"21.274.120,00",2024-12-19,"31.901.109.000.000,00",2.014
17700,"21.274.030,00",2024-12-19,"31.901.175.000.000,00",2.014
17700,"21.273.972,00",2024-12-19,"33.903.914.000.000,00",2.015
17700,"21.273.926,00",2024-12-19,"31.901.101.000.000,00",2.014
17700,"21.273.504,00",2024-12-19,"33.903.999.000.000,00",2.015
17700,"21.273.357,00",2024-12-19,"33.903.999.000.000,00",2.015
17700,"21.273.252,00",2024-12-19,"33.903.914.000.000,00",2.015
17700,"21.273.215,00",2024-12-19,"33.904.901.000.000,00",2.013
17700,"21.273.178,00",2024-12-19,"33.903.999.000.000,00",2.021
17700,"21.273.186,00",2024-12-19,"33.904.601.000.000,00",2.013
2.857,"21.257.168,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.257.163,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.257.157,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.257.146,00",2024-12-19,"33.901.414.000.000,00",5.001
2.864,"21.386.441,00",2024-12-19,"31.901.101.000.000,00",13.001
2.864,"21.254.219,00",2024-12-19,"33.904.004.000.000,00",13.001
2.864,"21.242.575,00",2024-12-19,"33.903.628.000.000,00",13.001
17700,"21.273.139,00",2024-12-18,"31.901.110.000.000,00",2.013
17700,"21.273.028,00",2024-12-18,"31.901.175.000.000,00",2.013
17700,"21.272.776,00",2024-12-18,"31.901.101.000.000,00",2.013
17700,"21.264.403,00",2024-12-18,"33.904.601.000.000,00",2.012
17700,"21.263.930,00",2024-12-18,"31.901.101.000.000,00",2.012
17700,"21.263.653,00",2024-12-18,"33.901.899.000.000,00",2.012
17700,"21.263.266,00",2024-12-18,"33.904.601.000.000,00",2.012
17700,"21.263.184,00",2024-12-18,"31.901.101.000.000,00",2.012
17700,"21.262.096,00",2024-12-18,"33.904.901.000.000,00",2.012
17700,"21.261.818,00",2024-12-18,"33.904.601.000.000,00",2.012
17700,"21.261.771,00",2024-12-18,"33.901.899.000.000,00",2.012
17700,"21.261.676,00",2024-12-18,"31.901.175.000.000,00",2.012
17700,"21.260.668,00",2024-12-18,"31.901.101.000.000,00",2.012
17700,"21.260.328,00",2024-12-18,"33.904.601.000.000,00",2.001
17700,"21.260.157,00",2024-12-18,"31.901.101.000.000,00",2.001
17700,"21.257.230,00",2024-12-18,"33.904.601.000.000,00",2.011
17700,"21.257.225,00",2024-12-18,"33.901.899.000.000,00",2.011
17700,"21.257.222,00",2024-12-18,"31.901.175.000.000,00",2.011
17700,"21.257.212,00",2024-12-18,"31.901.101.000.000,00",2.011
17700,"21.256.996,00",2024-12-18,"31.901.302.000.000,00",2.001
17700,"21.256.750,00",2024-12-18,"33.904.901.000.000,00",2.018
17700,"21.256.572,00",2024-12-18,"33.904.601.000.000,00",2.018
17700,"21.256.518,00",2024-12-18,"33.901.899.000.000,00",2.018
17700,"21.256.172,00",2024-12-18,"31.901.109.000.000,00",2.018
17700,"21.254.674,00",2024-12-18,"31.901.101.000.000,00",2.018
17700,"21.254.343,00",2024-12-18,"33.904.601.000.000,00",2.009
2.864,"21.386.442,00",2024-12-19,"31.901.101.000.000,00",13.001
2.864,"21.386.443,00",2024-12-19,"33.903.607.000.000,00",13.001
2.864,"21.386.444,00",2024-12-19,"33.904.601.000.000,00",13.001
2.855,"21.254.888,00",2024-12-19,"33.900.899.000.000,00",3.001
2.857,"21.257.144,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.257.140,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.257.137,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.257.128,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.257.122,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.255.028,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.254.950,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.254.918,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.254.872,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.254.784,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.254.770,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.253.719,00",2024-12-19,"33.909.199.000.000,00",5.001
2.855,"21.255.811,00",2024-12-19,"33.900.899.000.000,00",3.001
2.855,"21.252.477,00",2024-12-19,"33.904.710.000.000,00",3.001
2.864,"21.386.445,00",2024-12-19,"33.901.899.000.000,00",13.001
2.863,"21.270.347,00",2024-12-19,"33.904.712.000.000,00",12.001
2.863,"21.249.116,00",2024-12-19,"33.901.899.000.000,00",12.001
2.863,"21.249.080,00",2024-12-19,"31.911.303.000.000,00",12.001
2.863,"21.249.008,00",2024-12-19,"31.901.302.000.000,00",12.001
2.863,"21.247.539,00",2024-12-19,"33.904.601.000.000,00",12.001
2.863,"21.247.426,00",2024-12-19,"31.901.109.000.000,00",12.001
2.863,"21.247.357,00",2024-12-19,"31.901.101.000.000,00",12.001
2.864,"21.386.451,00",2024-12-19,"31.911.303.000.000,00",13.001
2.864,"21.386.450,00",2024-12-19,"31.900.101.000.000,00",13.001
2.864,"21.386.449,00",2024-12-19,"31.900.301.000.000,00",13.001
2.864,"21.386.448,00",2024-12-19,"31.900.301.000.000,00",13.001
2.864,"21.386.447,00",2024-12-19,"31.901.399.000.000,00",13.001
2.864,"21.386.446,00",2024-12-19,"31.901.302.000.000,00",13.001
17700,"21.280.884,00",2024-12-19,"31.901.101.000.000,00",2.02
2.862,"21.418.129,00",2024-12-20,"33.903.941.000.000,00",10.001
2.858,"21.276.561,00",2024-12-20,"33.903.699.000.000,00",6.001
2.857,"21.273.051,00",2024-12-20,"33.904.901.000.000,00",5.001
2.857,"21.273.855,00",2024-12-20,"31.901.110.000.000,00",5.001
2.857,"21.273.852,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.273.771,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.273.703,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.273.679,00",2024-12-20,"31.901.175.000.000,00",5.001
2.857,"21.273.665,00",2024-12-20,"31.901.110.000.000,00",5.001
2.857,"21.273.657,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.273.646,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.273.640,00",2024-12-20,"33.904.901.000.000,00",5.001
2.857,"21.273.574,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.273.476,00",2024-12-20,"31.901.110.000.000,00",5.001
2.857,"21.273.443,00",2024-12-20,"31.901.110.000.000,00",5.001
2.857,"21.273.430,00",2024-12-20,"33.901.899.000.000,00",5.001
2.857,"21.273.398,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.273.365,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.273.275,00",2024-12-20,"31.901.109.000.000,00",5.001
2.857,"21.273.264,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.273.257,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.273.240,00",2024-12-20,"31.901.110.000.000,00",5.001
2.857,"21.273.231,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.273.220,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.273.202,00",2024-12-20,"31.901.110.000.000,00",5.001
2.857,"21.273.192,00",2024-12-20,"33.901.899.000.000,00",5.001
2.857,"21.273.162,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.273.149,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.273.117,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.273.102,00",2024-12-20,"31.901.110.000.000,00",5.001
2.857,"21.273.093,00",2024-12-20,"31.901.109.000.000,00",5.001
2.857,"21.273.082,00",2024-12-20,"33.901.899.000.000,00",5.001
2.857,"21.273.871,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.273.941,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.273.966,00",2024-12-20,"33.904.901.000.000,00",5.001
2.857,"21.275.353,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.277.499,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.277.399,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.277.333,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.277.306,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.277.288,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.277.268,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.277.248,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.277.223,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.276.956,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.276.845,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.276.545,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.276.193,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.275.695,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.275.180,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.273.977,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.274.830,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.274.502,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.274.230,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.274.160,00",2024-12-20,"31.900.701.000.000,00",5.001
2.857,"21.274.145,00",2024-12-20,"31.900.701.000.000,00",5.001
2.857,"21.274.097,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.274.094,00",2024-12-20,"31.901.302.000.000,00",5.001
2.857,"21.274.073,00",2024-12-20,"31.901.302.000.000,00",5.001
2.857,"21.274.060,00",2024-12-20,"31.901.302.000.000,00",5.001
2.857,"21.274.028,00",2024-12-20,"31.901.110.000.000,00",5.001
2.857,"21.274.017,00",2024-12-20,"31.901.109.000.000,00",5.001
2.857,"21.273.999,00",2024-12-20,"33.901.899.000.000,00",5.001
2.857,"21.273.983,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.273.070,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.272.925,00",2024-12-20,"31.901.101.000.000,00",5.001
2.858,"21.276.940,00",2024-12-20,"33.903.999.000.000,00",6.001
2.857,"21.272.917,00",2024-12-20,"31.901.101.000.000,00",5.001
2.713,"21.267.757,00",2024-12-20,"33.904.601.000.000,00",1.001
2.713,"21.265.019,00",2024-12-20,"31.911.303.000.000,00",1.001
2.713,"21.264.380,00",2024-12-20,"31.901.143.000.000,00",1.001
2.713,"21.264.381,00",2024-12-20,"31.901.137.000.000,00",1.001
2.713,"21.264.382,00",2024-12-20,"33.904.601.000.000,00",1.001
2.713,"21.264.383,00",2024-12-20,"31.901.101.000.000,00",1.001
2.713,"21.264.522,00",2024-12-20,"44.905.235.000.000,00",1.001
2.713,"21.262.905,00",2024-12-20,"31.901.302.000.000,00",1.001
2.713,"21.262.239,00",2024-12-20,"31.901.101.000.000,00",1.001
2.863,"21.273.116,00",2024-12-20,"33.903.914.000.000,00",12.001
2.863,"21.272.571,00",2024-12-20,"33.903.914.000.000,00",12.001
2.864,"21.423.902,00",2024-12-20,"31.901.302.000.000,00",13.001
2.864,"21.406.945,00",2024-12-20,"31.901.145.000.000,00",13.001
2.864,"21.406.943,00",2024-12-20,"31.901.145.000.000,00",13.001
2.864,"21.406.868,00",2024-12-20,"31.901.145.000.000,00",13.001
2.864,"21.406.867,00",2024-12-20,"31.901.145.000.000,00",13.001
2.858,"21.280.958,00",2024-12-20,"33.903.102.000.000,00",6.001
2.858,"21.280.652,00",2024-12-20,"33.903.102.000.000,00",6.001
2.858,"21.280.609,00",2024-12-20,"33.903.102.000.000,00",6.001
2.858,"21.280.387,00",2024-12-20,"33.903.102.000.000,00",6.001
2.858,"21.278.885,00",2024-12-20,"33.903.999.000.000,00",6.001
2.858,"21.278.851,00",2024-12-20,"33.903.699.000.000,00",6.001
2.858,"21.278.793,00",2024-12-20,"33.903.999.000.000,00",6.001
2.858,"21.278.245,00",2024-12-20,"33.903.999.000.000,00",6.001
2.858,"21.278.031,00",2024-12-20,"33.903.699.000.000,00",6.001
2.858,"21.277.770,00",2024-12-20,"33.903.699.000.000,00",6.001
2.858,"21.277.400,00",2024-12-20,"33.903.699.000.000,00",6.001
2.858,"21.277.188,00",2024-12-20,"33.903.699.000.000,00",6.001
2.858,"21.277.063,00",2024-12-20,"33.903.999.000.000,00",6.001
2.713,"21.267.759,00",2024-12-20,"33.904.601.000.000,00",1.001
2.713,"21.267.756,00",2024-12-20,"33.901.899.000.000,00",1.001
2.713,"21.267.754,00",2024-12-20,"33.904.901.000.000,00",1.001
2.857,"21.272.345,00",2024-12-20,"31.901.110.000.000,00",5.001
2.857,"21.272.837,00",2024-12-20,"31.901.110.000.000,00",5.001
2.857,"21.272.799,00",2024-12-20,"33.901.899.000.000,00",5.001
2.857,"21.272.791,00",2024-12-20,"33.904.901.000.000,00",5.001
2.857,"21.272.766,00",2024-12-20,"31.901.110.000.000,00",5.001
2.857,"21.272.752,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.272.561,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.272.556,00",2024-12-20,"33.901.899.000.000,00",5.001
2.857,"21.272.551,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.272.449,00",2024-12-20,"33.904.901.000.000,00",5.001
2.857,"21.272.430,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.272.422,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.272.360,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.272.350,00",2024-12-20,"31.901.175.000.000,00",5.001
2.857,"21.272.339,00",2024-12-20,"31.901.109.000.000,00",5.001
2.713,"21.275.780,00",2024-12-20,"33.904.601.000.000,00",1.001
2.857,"21.272.318,00",2024-12-20,"33.901.899.000.000,00",5.001
2.857,"21.272.302,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.272.292,00",2024-12-20,"33.904.901.000.000,00",5.001
2.857,"21.272.221,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.272.077,00",2024-12-20,"33.909.199.000.000,00",5.001
2.713,"21.279.921,00",2024-12-20,"31.901.302.000.000,00",1.001
2.713,"21.278.996,00",2024-12-20,"33.904.601.000.000,00",1.001
2.713,"21.278.994,00",2024-12-20,"31.909.407.000.000,00",1.001
2.713,"21.278.997,00",2024-12-20,"31.901.101.000.000,00",1.001
2.713,"21.275.776,00",2024-12-20,"33.904.901.000.000,00",1.001
2.713,"21.275.778,00",2024-12-20,"33.903.607.000.000,00",1.001
2.713,"21.275.777,00",2024-12-20,"33.901.899.000.000,00",1.001
2.713,"21.275.779,00",2024-12-20,"33.904.601.000.000,00",1.001
2.855,"20.669.971,00",2024-12-11,"33.903.029.000.000,00",3.001
2.855,"20.669.845,00",2024-12-11,"33.903.099.000.000,00",3.001
2.855,"20.669.772,00",2024-12-11,"33.903.001.000.000,00",3.001
2.863,"20.691.316,00",2024-12-11,"33.909.115.000.000,00",12.001
2.863,"20.684.788,00",2024-12-11,"33.308.107.000.000,00",12.001
2.863,"20.670.037,00",2024-12-11,"33.903.022.000.000,00",12.001
2.863,"20.669.656,00",2024-12-11,"33.903.919.000.000,00",12.001
2.855,"20.669.933,00",2024-12-11,"44.905.228.000.000,00",3.001
2.855,"20.669.999,00",2024-12-11,"33.903.021.000.000,00",3.001
2.856,"20.666.036,00",2024-12-11,"33.903.099.000.000,00",4.001
17700,"20.685.017,00",2024-12-11,"33.904.099.000.000,00",2.018
17700,"20.685.002,00",2024-12-11,"33.903.941.000.000,00",2.012
17700,"20.684.994,00",2024-12-11,"33.903.007.000.000,00",2.012
17700,"20.684.977,00",2024-12-11,"33.903.024.000.000,00",2.012
17700,"20.684.953,00",2024-12-11,"44.905.191.000.000,00",2.016
17700,"20.684.952,00",2024-12-11,"44.905.191.000.000,00",2.016
17700,"20.684.951,00",2024-12-11,"44.905.191.000.000,00",2.016
17700,"20.684.950,00",2024-12-11,"44.905.191.000.000,00",2.016
17700,"20.684.931,00",2024-12-11,"33.903.914.000.000,00",2.015
17700,"20.684.858,00",2024-12-11,"44.905.234.000.000,00",2.012
17700,"20.675.177,00",2024-12-11,"33.904.710.000.000,00",2.016
17700,"20.674.980,00",2024-12-11,"33.901.414.000.000,00",2.001
17700,"20.672.091,00",2024-12-11,"33.901.414.000.000,00",2.001
17700,"20.671.697,00",2024-12-11,"33.901.414.000.000,00",2.001
17700,"20.671.193,00",2024-12-11,"33.901.414.000.000,00",2.001
17700,"20.670.348,00",2024-12-11,"33.901.414.000.000,00",2.001
17700,"20.670.096,00",2024-12-11,"33.901.414.000.000,00",2.001
17700,"20.669.609,00",2024-12-11,"33.901.414.000.000,00",2.001
17700,"20.669.192,00",2024-12-11,"33.903.925.000.000,00",2.005
17700,"20.669.189,00",2024-12-11,"33.903.925.000.000,00",2.021
17700,"20.669.136,00",2024-12-11,"33.903.999.000.000,00",2.021
2.857,"20.689.827,00",2024-12-11,"33.903.009.000.000,00",5.001
2.857,"20.689.513,00",2024-12-11,"33.903.916.000.000,00",5.001
2.857,"20.689.476,00",2024-12-11,"33.903.999.000.000,00",5.001
2.857,"20.689.248,00",2024-12-11,"33.903.950.000.000,00",5.001
2.856,"20.684.899,00",2024-12-11,"33.903.007.000.000,00",4.001
2.856,"20.675.223,00",2024-12-11,"33.901.414.000.000,00",4.001
2.857,"18.130.953,00",2024-12-07,"33.903.007.000.000,00",5.001
2.857,"18.130.893,00",2024-12-07,"33.903.007.000.000,00",5.001
2.857,"18.127.725,00",2024-12-07,"33.903.699.000.000,00",5.001
2.857,"18.127.015,00",2024-12-07,"33.903.010.000.000,00",5.001
2.857,"18.126.980,00",2024-12-07,"33.903.010.000.000,00",5.001
2.857,"18.126.952,00",2024-12-07,"33.903.010.000.000,00",5.001
2.857,"18.126.910,00",2024-12-07,"33.903.010.000.000,00",5.001
2.857,"18.126.896,00",2024-12-07,"33.903.010.000.000,00",5.001
2.857,"18.126.884,00",2024-12-07,"33.903.010.000.000,00",5.001
2.857,"18.126.877,00",2024-12-07,"33.903.010.000.000,00",5.001
2.857,"18.126.840,00",2024-12-07,"33.903.009.000.000,00",5.001
2.857,"18.126.807,00",2024-12-07,"33.903.036.000.000,00",5.001
2.855,"18.128.700,00",2024-12-07,"33.903.016.000.000,00",3.001
2.862,"18.140.958,00",2024-12-07,"33.903.022.000.000,00",10.001
2.862,"18.140.940,00",2024-12-07,"33.903.022.000.000,00",10.001
2.862,"18.128.729,00",2024-12-07,"33.903.022.000.000,00",10.001
2.857,"18.130.951,00",2024-12-07,"33.903.007.000.000,00",5.001
2.857,"18.131.040,00",2024-12-07,"33.903.036.000.000,00",5.001
2.857,"18.131.268,00",2024-12-07,"33.903.950.000.000,00",5.001
17700,"18.128.560,00",2024-12-07,"44.905.235.000.000,00",2.018
